Column1,Country,Year,Session number,Vote,Overall vote result,Month,Text_number,In favour,Against,Abstaining,Text title,Type,Topic,Main sponsors,Spochina,OIC,EU,WEOG,LMG,AfrU,G7,G20,Chinainfav,Chinagainst,ODI_MOFCOM,BU_ODA,AEI_FDI,FT_ODI
10959,Slovakia,2009,HRC-10,Against,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
10960,Slovakia,2009,HRC-10,Against,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
10961,Slovakia,2009,HRC-10,In favour,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,0,1,0,0,0,0,1,0,0,,,,
10962,Slovakia,2009,HRC-10,In favour,In favour,MAR,10/25,22,1,24,"Discrimination based on religion or belief and its impact on the enjoyment ofeconomic, social and cultural rights",Thematic - Civil and Political Rights,Freedom of Religion and Belief,Czechia (EU),0,0,1,0,0,0,0,1,0,0,,,,
10963,Slovakia,2009,HRC-10,In favour,In favour,MAR,10/117,29,3,15,Publication of reports completed by the Subcommission on the Promotion andProtection of Human Rights,Institutional/Procedural,Subcommission on the Promotion and Protection of Human Rights,Czechia (EU),0,0,1,0,0,0,0,1,0,0,,,,
10964,Slovakia,2009,HRC-12,Against,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
10965,Slovakia,2009,HRC-12,Against,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,0,1,0,0,0,0,1,0,0,,,,
10966,Slovakia,2009,HRC-12,Against,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,0,1,0,0,0,0,1,0,0,,,,
10967,Slovakia,2009,HRC-12,Abstaining,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,0,1,0,0,0,0,1,0,0,,,,
10968,Slovakia,2009,HRC-12,Against,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
10969,Slovakia,2009,HRC-11,Against,In favour,SPE,S-11/1,29,12,6,Assistance to Sri Lanka in the promotion and protection of human rights,Country - Situations,Sri Lanka,Sri Lanka,0,0,1,0,0,0,0,1,0,0,,,,
10970,Slovakia,2009,S-12,Against,In favour,SPE,S-12/1,25,6,11,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Palestine,Pakistan (African Group) (Arab Group) (OIC) (NAM),0,0,1,0,0,0,0,1,0,0,,,,
12981,United States of America,2009,HRC-12,Against,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,0,0,1,0,0,1,1,0,0,,,,1793.91
12982,United States of America,2009,HRC-12,Against,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,0,0,1,0,0,1,1,0,0,,,,1793.91
12983,United States of America,2009,HRC-12,Against,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,0,0,1,0,0,1,1,0,0,,,,1793.91
12984,United States of America,2009,HRC-12,Abstaining,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,0,0,1,0,0,1,1,0,0,,,,1793.91
12985,United States of America,2009,HRC-12,Against,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,0,1,0,0,1,1,0,0,,,,1793.91
12986,United States of America,2009,S-12,Against,In favour,SPE,S-12/1,25,6,11,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Palestine,Pakistan (African Group) (Arab Group) (OIC) (NAM),0,0,0,1,0,0,1,1,0,0,,,,1793.91
13768,Kyrgyzstan,2009,HRC-12,In favour,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,1,0,0,0,0,0,0,0,0,,,,
13769,Kyrgyzstan,2009,HRC-12,In favour,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,1,0,0,0,0,0,0,0,0,,,,
13770,Kyrgyzstan,2009,HRC-12,In favour,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,1,0,0,0,0,0,0,0,0,,,,
13771,Kyrgyzstan,2009,HRC-12,In favour,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,1,0,0,0,0,0,0,0,0,,,,
13772,Kyrgyzstan,2009,HRC-12,In favour,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,1,0,0,0,0,0,0,0,0,,,,
14090,Slovenia,2009,HRC-10,Against,In favour,MAR,10/30,34,13,0,Elaboration of complementary standards to the International Convention on theElimination of All Forms of Racial Discrimination,Thematic - Civil and Political Rights,Racism,South Africa (African Group),0,0,1,0,0,0,0,1,0,0,,,,
14091,Slovenia,2009,HRC-10,Abstaining,In favour,MAR,10/33,33,0,14,Situation of human rights in the Democratic Republic of the Congo and thestrengthening of technical cooperation and consultative services,Country - Technical Support/Capacity Building,Democratic Republic of the Congo,Egypt (African Group),0,0,1,0,0,0,0,1,0,0,,,,
14092,Slovenia,2009,HRC-10,In favour,In favour,MAR,10/16,26,6,15,Situation of human rights in the Democratic People’s Republic of Korea,Country - Situations,Democratic People's Republic of Korea,"Czechia (EU), Japan",0,0,1,0,0,0,0,1,0,0,,,,
14093,Slovenia,2009,HRC-10,Abstaining,In favour,MAR,10/17,33,1,13,Human rights in the occupied Syrian Golan,Country - Situations,Israel,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
14094,Slovenia,2009,HRC-10,In favour,In favour,MAR,10/18,46,1,0,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem,and in the occupied Syrian Golan",Country - Situations,Palestine,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
14095,Slovenia,2009,HRC-10,Abstaining,In favour,MAR,10/19,35,4,8,Human rights violations emanating from the Israeli military attacks and operationsin the Occupied Palestinian Territory,Country - Situations,Palestine,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
14096,Slovenia,2009,HRC-10,Against,In favour,MAR,10/05,33,12,2,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Thematic - Cross-Cutting/Other,Office of the High Commissioner for Human Rights,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
14097,Slovenia,2009,HRC-10,Against,In favour,MAR,10/21,33,1,13,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip",Country - Situations,Palestine,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
14098,Slovenia,2009,HRC-10,Against,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
14099,Slovenia,2009,HRC-10,Against,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,0,1,0,0,0,0,1,0,0,,,,
14100,Slovenia,2009,HRC-10,In favour,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,0,1,0,0,0,0,1,0,0,,,,
14101,Slovenia,2009,HRC-10,In favour,In favour,MAR,10/25,22,1,24,"Discrimination based on religion or belief and its impact on the enjoyment ofeconomic, social and cultural rights",Thematic - Civil and Political Rights,Freedom of Religion and Belief,Czechia (EU),0,0,1,0,0,0,0,1,0,0,,,,
14102,Slovenia,2009,HRC-10,In favour,In favour,MAR,10/117,29,3,15,Publication of reports completed by the Subcommission on the Promotion andProtection of Human Rights,Institutional/Procedural,Subcommission on the Promotion and Protection of Human Rights,Czechia (EU),0,0,1,0,0,0,0,1,0,0,,,,
14103,Slovenia,2009,HRC-12,Against,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
14104,Slovenia,2009,HRC-12,Against,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,0,1,0,0,0,0,1,0,0,,,,
14105,Slovenia,2009,HRC-12,Against,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,0,1,0,0,0,0,1,0,0,,,,
14106,Slovenia,2009,HRC-12,Abstaining,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,0,1,0,0,0,0,1,0,0,,,,
14107,Slovenia,2009,HRC-12,Against,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,1,0,0,0,0,1,0,0,,,,
14108,Slovenia,2009,HRC-11,Against,In favour,SPE,S-11/1,29,12,6,Assistance to Sri Lanka in the promotion and protection of human rights,Country - Situations,Sri Lanka,Sri Lanka,0,0,1,0,0,0,0,1,0,0,,,,
14109,Slovenia,2009,S-12,Abstaining,In favour,SPE,S-12/1,25,6,11,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Palestine,Pakistan (African Group) (Arab Group) (OIC) (NAM),0,0,1,0,0,0,0,1,0,0,,,,
14256,Switzerland,2009,HRC-10,Against,In favour,MAR,10/30,34,13,0,Elaboration of complementary standards to the International Convention on theElimination of All Forms of Racial Discrimination,Thematic - Civil and Political Rights,Racism,South Africa (African Group),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14257,Switzerland,2009,HRC-10,Abstaining,In favour,MAR,10/33,33,0,14,Situation of human rights in the Democratic Republic of the Congo and thestrengthening of technical cooperation and consultative services,Country - Technical Support/Capacity Building,Democratic Republic of the Congo,Egypt (African Group),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14258,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/16,26,6,15,Situation of human rights in the Democratic People’s Republic of Korea,Country - Situations,Democratic People's Republic of Korea,"Czechia (EU), Japan",0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14259,Switzerland,2009,HRC-10,Abstaining,In favour,MAR,10/17,33,1,13,Human rights in the occupied Syrian Golan,Country - Situations,Israel,Pakistan (OIC),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14260,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/18,46,1,0,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem,and in the occupied Syrian Golan",Country - Situations,Palestine,Pakistan (OIC),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14261,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/19,35,4,8,Human rights violations emanating from the Israeli military attacks and operationsin the Occupied Palestinian Territory,Country - Situations,Palestine,Pakistan (OIC),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14262,Switzerland,2009,HRC-10,Against,In favour,MAR,10/05,33,12,2,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Thematic - Cross-Cutting/Other,Office of the High Commissioner for Human Rights,Cuba,0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14263,Switzerland,2009,HRC-10,Against,In favour,MAR,10/21,33,1,13,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip",Country - Situations,Palestine,Pakistan (OIC),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14264,Switzerland,2009,HRC-10,Abstaining,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14265,Switzerland,2009,HRC-10,Against,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14266,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14267,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/25,22,1,24,"Discrimination based on religion or belief and its impact on the enjoyment ofeconomic, social and cultural rights",Thematic - Civil and Political Rights,Freedom of Religion and Belief,Czechia (EU),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14268,Switzerland,2009,HRC-10,In favour,In favour,MAR,10/117,29,3,15,Publication of reports completed by the Subcommission on the Promotion andProtection of Human Rights,Institutional/Procedural,Subcommission on the Promotion and Protection of Human Rights,Czechia (EU),0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14269,Switzerland,2009,HRC-11,Against,In favour,SPE,S-11/1,29,12,6,Assistance to Sri Lanka in the promotion and protection of human rights,Country - Situations,Sri Lanka,Sri Lanka,0,0,0,1,0,0,0,0,0,0,,,7200,10.8
14469,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/30,34,13,0,Elaboration of complementary standards to the International Convention on theElimination of All Forms of Racial Discrimination,Thematic - Civil and Political Rights,Racism,South Africa (African Group),0,1,0,0,0,1,0,0,0,0,,,,
14470,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/33,33,0,14,Situation of human rights in the Democratic Republic of the Congo and thestrengthening of technical cooperation and consultative services,Country - Technical Support/Capacity Building,Democratic Republic of the Congo,Egypt (African Group),0,1,0,0,0,1,0,0,0,0,,,,
14471,Djibouti,2009,HRC-10,Abstaining,In favour,MAR,10/16,26,6,15,Situation of human rights in the Democratic People’s Republic of Korea,Country - Situations,Democratic People's Republic of Korea,"Czechia (EU), Japan",0,1,0,0,0,1,0,0,0,0,,,,
14472,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/17,33,1,13,Human rights in the occupied Syrian Golan,Country - Situations,Israel,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
14473,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/18,46,1,0,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem,and in the occupied Syrian Golan",Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
14474,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/19,35,4,8,Human rights violations emanating from the Israeli military attacks and operationsin the Occupied Palestinian Territory,Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
14475,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/05,33,12,2,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Thematic - Cross-Cutting/Other,Office of the High Commissioner for Human Rights,Cuba,0,1,0,0,0,1,0,0,0,0,,,,
14476,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/21,33,1,13,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip",Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
14477,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,1,0,0,0,1,0,0,0,0,,,,
14478,Djibouti,2009,HRC-10,In favour,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
14479,Djibouti,2009,HRC-10,Abstaining,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,1,0,0,0,1,0,0,0,0,,,,
14480,Djibouti,2009,HRC-10,Abstaining,In favour,MAR,10/25,22,1,24,"Discrimination based on religion or belief and its impact on the enjoyment ofeconomic, social and cultural rights",Thematic - Civil and Political Rights,Freedom of Religion and Belief,Czechia (EU),0,1,0,0,0,1,0,0,0,0,,,,
14481,Djibouti,2009,HRC-10,Abstaining,In favour,MAR,10/117,29,3,15,Publication of reports completed by the Subcommission on the Promotion andProtection of Human Rights,Institutional/Procedural,Subcommission on the Promotion and Protection of Human Rights,Czechia (EU),0,1,0,0,0,1,0,0,0,0,,,,
14482,Djibouti,2009,HRC-12,In favour,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,1,0,0,0,1,0,0,0,0,,,,
14483,Djibouti,2009,HRC-12,In favour,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,1,0,0,0,1,0,0,0,0,,,,
14484,Djibouti,2009,HRC-12,In favour,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,1,0,0,0,1,0,0,0,0,,,,
14485,Djibouti,2009,HRC-12,In favour,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,1,0,0,0,1,0,0,0,0,,,,
14486,Djibouti,2009,HRC-12,In favour,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,1,0,0,0,1,0,0,0,0,,,,
14487,Djibouti,2009,HRC-11,In favour,In favour,SPE,S-11/1,29,12,6,Assistance to Sri Lanka in the promotion and protection of human rights,Country - Situations,Sri Lanka,Sri Lanka,0,1,0,0,0,1,0,0,0,0,,,,
14488,Djibouti,2009,S-12,In favour,In favour,SPE,S-12/1,25,6,11,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Palestine,Pakistan (African Group) (Arab Group) (OIC) (NAM),0,1,0,0,0,1,0,0,0,0,,,,
14685,Jordan,2009,HRC-10,In favour,In favour,MAR,10/30,34,13,0,Elaboration of complementary standards to the International Convention on theElimination of All Forms of Racial Discrimination,Thematic - Civil and Political Rights,Racism,South Africa (African Group),0,1,0,0,1,0,0,0,0,0,,,,
14686,Jordan,2009,HRC-10,In favour,In favour,MAR,10/33,33,0,14,Situation of human rights in the Democratic Republic of the Congo and thestrengthening of technical cooperation and consultative services,Country - Technical Support/Capacity Building,Democratic Republic of the Congo,Egypt (African Group),0,1,0,0,1,0,0,0,0,0,,,,
14687,Jordan,2009,HRC-10,In favour,In favour,MAR,10/16,26,6,15,Situation of human rights in the Democratic People’s Republic of Korea,Country - Situations,Democratic People's Republic of Korea,"Czechia (EU), Japan",0,1,0,0,1,0,0,0,0,0,,,,
14688,Jordan,2009,HRC-10,In favour,In favour,MAR,10/17,33,1,13,Human rights in the occupied Syrian Golan,Country - Situations,Israel,Pakistan (OIC),0,1,0,0,1,0,0,0,0,0,,,,
14689,Jordan,2009,HRC-10,In favour,In favour,MAR,10/18,46,1,0,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem,and in the occupied Syrian Golan",Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,1,0,0,0,0,0,,,,
14690,Jordan,2009,HRC-10,In favour,In favour,MAR,10/19,35,4,8,Human rights violations emanating from the Israeli military attacks and operationsin the Occupied Palestinian Territory,Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,1,0,0,0,0,0,,,,
14691,Jordan,2009,HRC-10,In favour,In favour,MAR,10/05,33,12,2,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Thematic - Cross-Cutting/Other,Office of the High Commissioner for Human Rights,Cuba,0,1,0,0,1,0,0,0,0,0,,,,
14692,Jordan,2009,HRC-10,In favour,In favour,MAR,10/21,33,1,13,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip",Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,1,0,0,0,0,0,,,,
14693,Jordan,2009,HRC-10,In favour,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,1,0,0,1,0,0,0,0,0,,,,
14694,Jordan,2009,HRC-10,In favour,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,1,0,0,1,0,0,0,0,0,,,,
14695,Jordan,2009,HRC-10,Abstaining,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,1,0,0,1,0,0,0,0,0,,,,
14696,Jordan,2009,HRC-10,Abstaining,In favour,MAR,10/25,22,1,24,"Discrimination based on religion or belief and its impact on the enjoyment ofeconomic, social and cultural rights",Thematic - Civil and Political Rights,Freedom of Religion and Belief,Czechia (EU),0,1,0,0,1,0,0,0,0,0,,,,
14697,Jordan,2009,HRC-10,In favour,In favour,MAR,10/117,29,3,15,Publication of reports completed by the Subcommission on the Promotion andProtection of Human Rights,Institutional/Procedural,Subcommission on the Promotion and Protection of Human Rights,Czechia (EU),0,1,0,0,1,0,0,0,0,0,,,,
14698,Jordan,2009,HRC-12,In favour,In favour,SEP,12/09,33,14,0,Human rights and international solidarity,"Thematic - Economic, Social and Cultural Rights",International Solidarity,Cuba,0,1,0,0,1,0,0,0,0,0,,,,
14699,Jordan,2009,HRC-12,In favour,In favour,SEP,12/21,26,15,6,Promoting human rights and fundamental freedom through a better understanding of traditional values of humankind,Thematic - Cross-Cutting/Other,Traditional Values,Russian Federation,0,1,0,0,1,0,0,0,0,0,,,,
14700,Jordan,2009,HRC-12,In favour,In favour,SEP,12/22,32,14,0,Human rights and unilateral coercive measures,"Thematic - Economic, Social and Cultural Rights",Unilateral Coercive Measures,Egypt (NAM),0,1,0,0,1,0,0,0,0,0,,,,
14701,Jordan,2009,HRC-12,In favour,In favour,SEP,12/23,33,0,14,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,Egypt (NAM),0,1,0,0,1,0,0,0,0,0,,,,
14702,Jordan,2009,HRC-12,In favour,In favour,SEP,12/119,31,13,2,"The effect of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights , particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,1,0,0,1,0,0,0,0,0,,,,
14703,Jordan,2009,HRC-11,In favour,In favour,SPE,S-11/1,29,12,6,Assistance to Sri Lanka in the promotion and protection of human rights,Country - Situations,Sri Lanka,Sri Lanka,0,1,0,0,1,0,0,0,0,0,,,,
14704,Jordan,2009,S-12,In favour,In favour,SPE,S-12/1,25,6,11,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Palestine,Pakistan (African Group) (Arab Group) (OIC) (NAM),0,1,0,0,1,0,0,0,0,0,,,,
14809,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/30,34,13,0,Elaboration of complementary standards to the International Convention on theElimination of All Forms of Racial Discrimination,Thematic - Civil and Political Rights,Racism,South Africa (African Group),0,0,0,0,0,1,0,0,0,0,,260,740,
14810,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/33,33,0,14,Situation of human rights in the Democratic Republic of the Congo and thestrengthening of technical cooperation and consultative services,Country - Technical Support/Capacity Building,Democratic Republic of the Congo,Egypt (African Group),0,0,0,0,0,1,0,0,0,0,,260,740,
14811,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/16,26,6,15,Situation of human rights in the Democratic People’s Republic of Korea,Country - Situations,Democratic People's Republic of Korea,"Czechia (EU), Japan",0,0,0,0,0,1,0,0,0,0,,260,740,
14812,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/17,33,1,13,Human rights in the occupied Syrian Golan,Country - Situations,Israel,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,260,740,
14813,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/18,46,1,0,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem,and in the occupied Syrian Golan",Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,260,740,
14814,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/19,35,4,8,Human rights violations emanating from the Israeli military attacks and operationsin the Occupied Palestinian Territory,Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,260,740,
14815,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/05,33,12,2,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Thematic - Cross-Cutting/Other,Office of the High Commissioner for Human Rights,Cuba,0,0,0,0,0,1,0,0,0,0,,260,740,
14816,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/21,33,1,13,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip",Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,260,740,
14817,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/11,32,12,3,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Cross-Cutting/Other,Mercenaries,Cuba,0,0,0,0,0,1,0,0,0,0,,260,740,
14818,Mauritius,2009,HRC-10,Abstaining,In favour,MAR,10/22,23,11,13,Combating defamation of religions,Thematic - Civil and Political Rights,Freedom of Religion and Belief,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,260,740,
14819,Mauritius,2009,HRC-10,In favour,In favour,MAR,10/24,34,0,13,"Torture and other cruel, inhuman or degrading treatment or punishment: the role and responsibility of medical and other health personnel",Thematic - Civil and Political Rights,Torture,Denmark,0,0,0,0,0,1,0,0,0,0,,260,740,
